,flux
PGPP141pp,0.0
PGPP160,0.03960649662864383
PGPP160pp,0.0
PGPP161,0.030806921378402886
PGPP161pp,0.0
PGPP180,0.0
PGPP180pp,0.0
PGPP181,0.015876711118985084
PGPP181pp,0.0
PGSA120,0.0
PGSA140,0.0
PGSA141,0.0
PGSA160,0.03960649662864383
PGSA161,0.030806921378402886
PGSA180,0.0
PGSA181,0.015876711118985084
PHDA,0.0
PHEMEabcpp,0.0
PHEMEtiex,0.0
PHETA1,-0.43246200822375747
PHEt2rpp,0.0
PHEtex,0.0
PHEtipp,0.0
PHYTSpp,0.0
PIt2rpp,2.262067388058881
PItex,2.262067388058881
PItpp,0.0
PIuabcpp,0.0
PLIPA1A120pp,0.0
PLIPA1A140pp,0.0
PLIPA1A141pp,0.0
PLIPA1A160pp,0.0
PLIPA1A161pp,0.0
PLIPA1A180pp,0.0
PLIPA1A181pp,0.0
PLIPA1E120pp,0.0
PLIPA1E140pp,0.0
PLIPA1E141pp,0.0
PLIPA1E160pp,0.0
PLIPA1E161pp,0.0
PLIPA1E180pp,0.0
PLIPA1E181pp,0.0
PLIPA1G120pp,0.0
PLIPA1G140pp,0.0
PLIPA1G141pp,0.0
PLIPA1G160pp,0.0
PLIPA1G161pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
PLIPA2A120pp,0.0
PLIPA2A140pp,0.0
PLIPA2A141pp,0.0
PLIPA2A160pp,0.0
PLIPA2A161pp,0.0
PLIPA2A180pp,0.0
PLIPA2A181pp,0.0
PLIPA2E120pp,0.0
PLIPA2E140pp,0.0
PLIPA2E141pp,0.0
PLIPA2E160pp,0.0
PLIPA2E161pp,0.0
PLIPA2E180pp,0.0
PLIPA2E181pp,0.0
PLIPA2G120pp,0.0
PLIPA2G140pp,0.0
PLIPA2G141pp,0.0
PLIPA2G160pp,0.0
PLIPA2G161pp,0.0
PLIPA2G180pp,0.0
PLIPA2G181pp,0.0
PMANM,0.0
PMDPHT,0.0010714197547389956
PMEACPE,4.804572891204443e-06
PMPK,0.0005357098773692954
PNSPA,0.0
PNTK,0.001383716992657713
PNTOt4pp,0.0
PNTOtex,0.0
POAACR,0.0
POR5,0.2581497014444147
POX,0.0
PPA,8.620597703184382
PPA2,0.0005357098773692954
PPAKr,0.0
PPALtex,0.0
PPALtpp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,0.0064285185284315444
PPC,7.807123455542259
PPCDC,0.001383716992657713
PPCK,0.0
PPCSCT,0.0
PPDOy,0.0
PPGPPDP,0.0
PPK,0.0
PPK2,0.0
PPM,-0.01997501179518224
PPM2,0.0
PPNCL2,0.001383716992657713
PPND,0.32242527758294776
PPNDH,0.43246200822375747
PPNP_C,0.0
PPNP_T,0.0
PPNP_U,0.0
PPPGO,0.0
PPPGO3,0.0010714197547385907
PPPNDO,0.0
PPPNt2rpp,0.0
PPPNtex,0.0
PPS,0.0
PPTHpp,0.0
PPTtex,0.0
PRAGSr,1.0561556266632894
PRAIS,1.0561556266632894
PRAIi,0.1326878895363931
PRAMPC,0.2211448810363581
PRASCSi,1.0556199167859202
PRATPP,0.2211448810363581
PRCPD,0.0
PRFGS,1.0561556266632894
PRMICI,0.2211448810363581
PROD3,0.0
PROGLYabcpp,0.0
PROGLYtex,0.0
PROabcpp,0.0
PROt2rpp,0.0
PROt4pp,0.0
PROtex,0.0
PRPPS,2.184973211446689
PSCLYSt2pp,0.0
PSCLYStex,0.0
PSCVT,0.8934679839941605
PSD120,0.0
PSD140,0.0
PSD141,0.0
PSD160,0.10609457858357652
PSD161,0.0825185394064363
PSD180,0.0
PSD181,0.042530079232941734
PSERT,3.819688298809381
PSERtex,0.0
PSP_L,3.819688298809381
PSP_Lpp,0.0
PSSA120,0.0
PSSA140,0.0
PSSA141,0.0
PSSA160,0.10609457858357652
PSSA161,0.0825185394064363
PSSA180,0.0
PSSA181,0.042530079232941734
PSURIK,0.0
PSURItex,0.0
PSURItpp,0.0
PTA2,0.0
PTAr,31.095799169336377
PTHRpp,0.0
PTPATi,0.001383716992657713
PTRCORNt7pp,0.0
PTRCTA,0.0
PTRCabcpp,0.0
PTRCt2pp,0.0
PTRCtex,0.0
PUACGAMS,0.0
PUACGAMtr,0.0
PUNP1,-0.019975011795182473
PUNP2,0.0
PUNP3,0.0
PUNP4,0.0
PUNP5,0.0
PUNP6,0.0
PUNP7,0.0
PYAM5PO,0.0
PYDAMK,0.0
PYDAMtex,0.0
PYDAMtpp,0.0
PYDXK,0.0
PYDXNK,0.0
PYDXNtex,0.0
PYDXNtpp,0.0
PYDXPP,0.0
PYDXtex,0.0
PYDXtpp,0.0
PYK,78.9471927818527
PYK2,1.0194919309304533
PYK3,1.8710736484591424
PYK4,0.3934777037845182
PYK6,0.07916975210126675
PYNP2r,0.0
PYROX,0.0
PYRt2rpp,0.0
PYRtex,0.0
QMO2,0.0
QMO3,0.0
QUIN2tex,0.0
QUIN2tpp,0.0
QUINDH,0.0
QUINDHyi,0.0
QULNS,0.005474810809569833
R15BPK,0.0
R1PK,0.0
R5PP,0.0
R5PPpp,0.0
R5Ptex,0.0
RBFK,0.0005357098773697002
RBFSa,0.002142839509477991
RBFSb,0.0010714197547389956
RBK,0.0
RBK_L1,0.0
RBP4E,0.0
REPHACCOAI,0.0
RFAMPtex,0.0
RFAMPtpp,0.0
RHAT1,0.01958103681810371
RHCCE,0.0032190638371069774
RHMND,0.0
RIBabcpp,0.0
RIBtex,0.0
RMI,0.0
RMK,0.0
RMNtex,0.0
RMNtpp,0.0
RMPA,0.0
RNDR1,0.0
RNDR1b,0.0
RNDR2,0.0
RNDR2b,0.0
RNDR3,0.0
RNDR3b,0.0
RNDR4,0.0
RNDR4b,0.0
RNTR1c2,0.059588715283163105
RNTR2c2,0.0615273604447641
RNTR3c2,0.0615273604447641
RNTR4c2,0.059588715283163105
RPE,46.8899291000731
RPI,46.95081505003689
RPNTPH,0.0
RU5PP,0.0
RZ5PP,0.0
S2FE2SR,0.0
S2FE2SS,0.0
S2FE2SS2,0.0
S2FE2ST,0.0
S4FE4SR,0.0
S4FE4ST,0.0
S7PI,0.07832414727241484
SADH,0.0
SADT2,0.594308850636861
SARCOX,0.0
SBTPD,0.0
SBTptspp,0.0
SBTtex,0.0
SCYSDS,0.0
SDPDS,0.8672854640235421
SDPTA,-0.8672854640235421
SELGTHR,0.0
SELGTHR2,0.0
SELGTHR3,0.0
SELNPS,0.0
SELR,0.0
SELabcpp,0.0
SELtex,0.0
SEPHCHCS,0.0010714197547385907
SERASr,0.0016071296321078861
SERAT,0.594308850636861
SERD_D,0.0
SERD_L,0.0
SERt2rpp,0.0
SERt4pp,0.0
SERtex,0.0
SERtpp,0.0
SFGTHi,0.0
SGDS,0.0
SGSAD,0.0
SHCHCS3,0.0010714197547385907
SHCHD2,0.0005357098773692954
SHCHF,0.0005357098773692954
SHGO,0.0
SHK3Dr,0.8934679839941605
SHKK,0.8934679839941605
SHSL1,0.37548938287985517
SKMt2pp,0.0
SKMtex,0.0
SLNTabcpp,0.0
SLNTtex,0.0
SO2tex,0.0
SO2tpp,0.0
SO3tex,0.0
SO4t2pp,0.6042206845114158
SO4tex,0.6042206845114158
SOTA,0.0
SPMDAT1,0.0
SPMDAT2,0.0
SPMDabcpp,0.0
SPMDt3pp,0.0
SPMDtex,0.0
SPMS,0.01620101978914138
SPODM,0.0
SPODMpp,0.0
SQGH,0.0
SQVOSI,0.0
SQtex,0.0
SQtr,0.0
SSALx,0.0
SSALy,0.0
SUCASPtpp,0.0
SUCBZL,0.0010714197547385907
SUCBZS,0.0010714197547385907
SUCCt1pp,-0.7779636494032025
SUCCt2_2pp,0.0
SUCCt2_3pp,0.0
SUCCtex,-0.7779636494032025
SUCDi,0.0
SUCFUMtpp,0.0
SUCMALtpp,0.0
SUCOAS,1.2430102709750663
SUCR,0.0
SUCRtex,0.0
SUCTARTtpp,0.0
SUCptspp,0.0
SUCtpp,0.0
SULFACabcpp,0.0
SULFACtex,0.0
SULR,0.594308850636861
SULabcpp,0.0
T2DECAI,0.0
TAGURr,0.0
TALA,-49.23408742055117
TARTD,0.0
TARTRDtex,0.0
TARTRt7pp,0.0
TARTRtex,0.0
TARTt2_3pp,0.0
TAUDO,0.0
TAURabcpp,0.0
TAURtex,0.0
TCYNTtex,0.0
TDP,0.0
TDPADGAT,0.0
TDPAGTA,0.0
TDPDRE,0.01958103681810371
TDPDRR,0.01958103681810371
TDPGDH,0.01958103681810371
TDSK,0.01958103681810371
TDSR1,0.0
TDSR2,0.0
TEO2M,0.0
TGBPA,0.0
THD2pp,28.789971287820322
THDPS,0.8672854640235421
THFAT,0.0
THIORDXi,0.0
THMDt2pp_copy1,0.0
THMDt2pp_copy2,0.0
THMDtex,0.0
THMabcpp,0.0
THMtex,0.0
THRA,0.0
THRA2,0.0
THRD,0.0
THRD_L,0.6781798773121808
THRPtex,0.0
THRS,1.2703578998718021
THRabcpp,0.0
THRt2pp,0.0
THRt2rpp,0.0
THRt4pp,0.0
THRtex,0.0
THYMt3pp,0.0
THYMtex,0.0
THZPSN3,0.0005357098773692954
TKT1,-49.15576327327876
TKT2,0.0
TMAOR1,0.0
TMAOR1pp,0.0
TMAOR2,0.0
TMAOR2pp,0.0
TMAOtex,0.0
TMAtex,0.0
TMDK1,0.0
TMDPP,0.0
TMDS,0.059588715283163105
TMK,0.0
TMPK,0.0005357098773692954
TMPPP,0.0005357098773692954
TPI,-0.3905709371845953
TPRDCOAS,0.0
TRDR,0.594308850636861
TRE6PH,0.0
TRE6PP,0.0
TRE6PS,0.0
TREH,0.0
TREHpp,0.0
TREptspp,0.0
TREtex,0.0
TRPAS2,-0.1326878895363931
TRPS1,0.0
TRPS2,0.0
TRPS3,0.1326878895363931
TRPt2rpp,0.0
TRPtex,0.0
TRPtipp,0.0
TRSARr,0.0
TSULabcpp,0.0
TSULtex,0.0
TTDCAtexi,0.0
TTDCEAtexi,0.0
TTRCYCtex,0.0
TTRCYCtpp,0.0
TUNGSabcpp,0.0
TUNGStex,0.0
TYMtex,0.0
TYRL,0.0005357098773692954
TYROXDApp,0.0
TYRPpp,0.0
TYRPtex,0.0
TYRTA,-0.32242527758294776
TYRt2rpp,0.0
TYRtex,0.0
TYRtipp,0.0
ThDPAT,0.0
U23GAAT,0.03916207363620742
UAAGDS,0.06624785331037246
UACGALPpp,0.0
UACGAMPpp,0.0
UACGAMtex,0.0
UACMAMO,0.0
UAG2E,0.0
UAGAAT,0.03916207363620742
UAGCVT,0.06624785331037246
UAGDP,0.17165778025695233
UAGPT3,0.06624785331037246
UAMAGS,0.06624785331037246
UAMAS,0.06624785331037246
UAPGR,0.06624785331037246
UDCPDP,0.06624785331037246
UDCPDPS,0.00013212575450812097
UDCPDPpp,0.0
UDCPPtppi,0.0
UDPACGALtex,0.0
UDPG4E,0.0
UDPGALM,0.0
UDPGALPpp,0.0
UDPGALtex,0.0
UDPGD,0.0
UDPGDC,0.0
UDPGLCURtex,0.0
UDPGPT,0.0
UDPGPpp,0.0
UDPGtex,0.0
UDPKAAT,0.0
UGCIAMH,0.0
UGLCURPpp,0.0
UGLT,0.0
UGLYCH,0.0
UGMDDS,0.06624785331037246
UHGADA,0.03916207363620742
ULA4NFT,0.0
ULA4Ntppi,0.0
UM3PL,0.0
UM4PCP,0.0
UM4PL,0.0
UMPK,0.8553388935295622
UMPN,0.0
UMPtex,0.0
UPLA4FNF,0.0
UPLA4FNT,0.0
UPP3MT,0.0005357098773692954
UPP3S,0.0016071296321078861
UPPDC1,0.0010714197547385907
UPPRT,0.0
URACPAH,0.0
URATEtex,0.0
URATEtpp,0.0
URAt2pp,0.0
URAtex,0.0
URAtpp,0.0
URDGLYCD,0.0
UREAtex,0.0
UREAtpp,0.0
URIC,0.0
URIH,0.0
URIK1,0.0
URIK2,0.0
URIt2pp_copy1,0.0
URIt2pp_copy2,0.0
URItex,0.0
USHD,0.01958103681810371
UTPP,0.0
VALTA,-0.9877817498485039
VALabcpp,0.0
VALt2rpp,0.0
VALt3pp,0.0
VALtex,0.0
VPAMTr,0.0
WCOS,0.0
X5PL3E,0.0
XAND,0.0
XANt2pp,0.0
XANtex,0.0
XANtpp,0.0
XMPtex,0.0
XPK,96.04569237335186
XPPT,0.0
XTSNH,0.0
XTSNt2rpp,0.0
XTSNtex,0.0
XYHDL,0.0
XYLI1,0.0
XYLI2,0.0
XYLK,0.0
XYLK2,0.0
XYLUt2pp,0.0
XYLUtex,0.0
XYLabcpp,0.0
XYLt2pp,0.0
XYLtex,0.0
YUMPS,0.0
ZN2abcpp,0.0
ZN2t3pp,0.0
ZN2tpp,0.0007783408083751198
ZNabcpp,0.0
Zn2tex,0.0007783408083751198
